Latitude,Longitude,MAT,MAP
70.75,-104.25,-9.74,278.71
70.75,104.25,-14.33,259.57
-70.75,104.25,-33.94,433.75
79.75,-89.25,-22.55,81.43
-79.75,-89.25,-28.94,202.19
-79.75,89.25,-53.99,25.65
67.75,-107.25,-13.72,139.4
67.75,107.25,-12.23,269.42
65.75,-158.25,-6.02,332.45
65.75,158.25,-11.81,261.11
6.75,13.75,23.58,1544.77
67.75,-65.75,-13.09,279.35
-67.75,-65.75,-9.65,446.21
67.75,65.75,-7,545.19
-67.75,65.75,-12.46,418.89
-79.75,150.75,-31.81,206.53
3.75,32.25,25.59,1179.13
-3.75,32.25,23.37,937.95
22.25,-16.25,19.8,24.81
22.25,16.25,24.78,18.85
-22.25,16.25,20.01,206.19
16.75,32.25,28.97,98.73
-16.75,32.25,23.86,717.2
67.75,108.75,-12.56,273.02
-67.75,108.75,-20.39,397.82
25.75,23.25,23.38,4.96
-25.75,23.25,20.46,310.01
-74.75,-11.25,-32.93,445.32
-74.75,11.25,-32.24,352.84
-81.75,-117.75,-25.75,55.14
-81.75,117.75,-51.32,34.84
-15.25,132.25,27.12,944.9
-6.75,13.75,22,1047.42
-83.25,-77.75,-27.06,115.56
-83.25,77.75,-55.05,18.91
61.25,-76.75,-7.39,366.67
58.25,-69.75,-4.59,554.69
58.25,69.75,0.28,468.19
61.25,76.75,-2.25,527.88
69.75,87.25,-9.99,392.11
-69.75,87.25,-28.72,417.06
-72.25,150.25,-30.93,556.36
38.75,-99.25,12,550.73
38.75,99.25,-6.47,186.02
72.25,118.75,-14.81,205.03
-72.25,118.75,-45.76,358.73
-78.25,-101.75,-27.42,309.62
-11.75,-60.75,24.98,2012.96
78.25,101.75,-15.11,180.2
-78.25,101.75,-54.15,36.73
51.25,43.75,5.9,492.3
-4.75,105.25,26.97,2171.65
54.25,81.75,1.57,403.36
-7.75,-39.75,24.03,695.39
7.75,39.75,16.63,1096.09
74.25,-43.25,-26.23,214.62
-74.25,43.25,-43.3,292.28
21.25,72.75,27.45,1116.46
-38.25,-71.75,5.79,2381.17
38.25,71.75,-1.26,467.77
60.75,58.75,-0.54,560.33
10.75,36.75,17.74,1726.04
-10.75,36.75,22.29,1087.06
67.75,-177.75,-10.61,334.13
67.75,177.75,-14.01,220.42
-73.25,71.75,-22.4,160.83
-27.25,121.25,21.13,255.43
3.75,17.25,24.9,1552.29
-3.75,17.25,26.47,1514.4
8.75,17.75,27.72,960.97
-8.75,17.75,23.3,1337.38
60.75,50.25,1.47,552.64
68.75,167.75,-12.56,219.49
45.75,-70.75,3.9,1037.08
11.25,36.25,23.08,1840.15
-11.25,36.25,23.94,1146.42
71.75,-46.75,-21.56,227.54
-71.75,46.75,-35.44,728.41
13.75,121.25,26.23,1788.62
47.75,-56.75,3.15,1504.16
48.25,-1.25,10.46,826.12
48.25,1.25,10.5,595.22
56.75,36.25,4.38,598.04
26.75,41.25,22.48,126.79
47.75,56.75,6.44,193.91
-2.25,121.25,24.81,1747.77
-74.75,-123.25,-13.46,489.74
52.75,-96.25,0.08,472
29.75,13.25,20.6,53.4
-74.75,95.25,-50.05,101.93
50.25,155.75,1.71,1319.11
10.25,-8.25,26.11,1413.83
10.25,8.25,25.36,1257.99
34.75,53.75,20.2,333.24
30.75,-104.75,16.87,338.5
-45.75,-70.75,7.03,582.86
45.75,70.75,7.87,133.18
9.75,-1.75,27.61,1045.99
9.75,1.75,26.16,1285.88
-10.25,-42.75,26.08,647.06
10.25,42.75,24,529.26
63.25,-107.25,-8.57,245.25
63.25,107.25,-7.67,342.29
55.25,23.25,6.38,596.59
-84.25,173.25,-36.08,199.92
46.75,54.75,9.34,138.88
60.25,-139.25,-4.43,2189.88
60.25,139.25,-10.24,409.14
-82.75,-129.25,-23.69,73.5
0.25,-77.75,15.02,955.97
-0.25,-77.75,19.65,2969.07
-82.75,129.25,-46.43,56.7
37.75,39.25,16.8,542.95
24.25,88.25,25.87,1325.44
-0.25,-48.75,26.84,3014.86
-83.75,-135.75,-22.81,87.54
49.75,48.75,7.16,282.92
58.25,46.75,2.65,606.58
-7.25,107.25,20.9,3028.55
58.75,57.75,0.65,694.99
-89.25,-174.25,-49.5,10.49
-89.25,174.25,-49.82,10.49
-81.25,-99.25,-31.88,130.13
-81.25,99.25,-54.15,24.64
-75.75,-122.75,-24.71,453.08
-75.75,122.75,-51.15,64.13
15.25,79.75,28.51,886.75
-82.75,60.75,-55.88,21.11
36.75,-81.25,10.41,1074.25
36.75,81.25,11.37,54.33
74.25,-120.25,-15.55,125
-74.25,120.25,-50.49,133.21
61.25,-97.25,-8.93,318.62
61.25,97.25,-8.79,419.32
38.25,29.75,13.66,516.26
-20.75,-61.75,25.05,509.54
-25.25,-61.25,22.49,793.67
-18.75,30.25,20.32,685.04
41.75,67.25,13.51,188.09
-85.75,-144.25,-31.88,63.52
-85.75,144.25,-47.35,53.77
65.75,12.75,1.59,1230.52
-13.25,-76.25,22.96,42.49
13.25,76.25,23.57,629.38
0.75,104.25,26.37,2585.77
-79.25,-144.75,-25.1,293.93
-79.25,144.75,-33.68,166.29
-69.75,-67.75,-9.19,408.29
69.75,67.75,-8.34,286.62
68.75,112.25,-12.59,270.19
-68.75,112.25,-24.03,427.36
-84.75,-99.25,-36.09,34.57
-84.75,99.25,-52.04,21.37
55.25,30.75,4.91,657.93
-84.75,-85.25,-32.46,43.29
-84.75,85.25,-52.73,16.63
36.25,-89.75,15.22,1237.85
36.25,89.75,-6.65,86.33
30.75,104.75,16.23,933.04
51.75,-113.25,3.23,406.27
-39.75,-63.75,15.16,362.36
39.75,63.75,15.45,131.83
51.75,113.25,-3.61,316.07
44.25,-109.75,0.56,353.91
44.25,109.75,5.86,121.63
-88.25,-67.75,-47.06,13.32
-88.25,67.75,-50.59,9.33
-87.75,-43.75,-45.76,18.12
-87.75,43.75,-50.22,9.7
29.25,-97.25,20.81,963.68
29.25,97.25,3.44,817.11
-82.25,-140.75,-21.79,141.97
-82.25,140.75,-37.87,126.28
21.75,-82.75,25.5,1406.96
21.75,82.75,27.58,1181.01
69.75,-95.75,-13.5,189.14
69.75,95.75,-15.12,348.36
-69.75,95.75,-38.55,540.16
-82.75,-96.75,-30.77,84.46
56.25,33.25,4.34,646.12
53.25,-122.25,3.22,607.35
53.25,122.25,-6.32,411.76
-74.75,-77.25,-26.01,318.09
-74.75,77.25,-35.1,83.91
45.25,-100.75,7.36,446.69
52.25,-88.75,-0.59,576.97
52.25,88.75,-3.83,767.47
45.25,100.75,3.59,211.28
-88.75,-100.75,-48.12,10.14
-88.75,100.75,-49.92,9.29
47.25,130.75,2.96,560.4
50.75,-116.25,4.22,439.73
50.75,116.25,-1.54,287.44
50.25,143.25,-3.51,688.37
-83.25,-80.25,-27.9,105.8
-83.25,80.25,-54.79,18.95
10.75,78.75,28.78,837.44
72.25,101.75,-13.08,264.72
-72.25,101.75,-41.38,313.78
61.75,9.25,2.38,388.93
-77.25,-10.25,-31.7,384.05
-77.25,10.25,-37.15,208.92
62.75,-150.25,0.93,639.55
62.75,150.25,-11.75,332.44
66.25,-42.75,-14.11,786.02
66.25,42.75,-0.54,419.9
-86.75,-129.75,-41.48,28.36
-86.75,129.75,-49.5,27.37
46.25,-86.75,5.29,856.61
-69.75,67.75,-14.89,333.03
70.75,121.25,-13.87,277.99
-70.75,121.25,-39.37,524.81
43.75,-121.25,0.73,362.29
43.75,121.25,6.84,386.57
-85.75,-16.75,-42.79,60.62
-85.75,16.75,-47.81,24.35
52.25,-9.25,8.65,1221
52.25,9.25,8.83,681.03
-5.75,-39.75,25.71,784.82
5.75,39.75,20.15,852.52
28.25,40.25,21.91,157.46
25.25,61.25,26.17,103.4
51.75,6.25,10.55,747.3
29.25,37.25,20.03,44.85
-27.75,-56.75,21.22,1564.96
27.75,56.75,21.67,214.65
73.75,-86.25,-14.56,168.42
-73.75,-86.25,-22.1,391.17
73.75,86.25,-12.86,269.62
-73.75,86.25,-40.95,170.16
28.75,20.75,21.97,44.32
-28.75,20.75,19.95,150.15
81.25,-25.75,-19.98,150.49
-81.25,-25.75,-26.44,298.47
-81.25,25.75,-52.46,34.45
11.75,30.25,27.08,651.7
-11.75,30.25,20.98,1392.34
-75.75,155.25,-29.66,242.63
-79.25,-136.75,-23.19,205.17
46.75,102.25,-2.03,256.04
-26.25,-51.75,16.6,1978.79
43.25,17.75,14.55,1326.17
-82.75,96.75,-53.44,22.19
18.25,-102.75,29.6,898.43
18.25,102.75,26.09,1772.97
43.75,-113.75,1.3,280.58
65.25,57.25,-2.36,578.2
43.75,113.75,1.73,209.53
64.75,81.75,-5.94,508.25
-81.25,-105.25,-30.08,105.7
-81.25,105.25,-53.79,27.23
-88.25,-82.75,-47.12,11.58
-88.25,82.75,-50.54,9.86
-28.75,125.75,19.98,217.03
-67.75,107.25,-21.32,421.62
19.25,-70.25,26.31,1488.64
-19.25,-70.25,14.2,31.76
-21.25,-47.75,22.13,1408.11
21.25,47.75,29,105.19
-21.25,47.75,21.77,2402.2
70.75,-80.25,-13.78,224.73
70.75,80.25,-11.13,371.44
-70.75,80.25,-25.68,198.16
-12.25,-43.25,25.83,835.99
12.25,43.25,28.39,138.89
-21.25,165.25,22.73,1503.22
31.25,75.25,23.99,666.95
14.75,-5.25,28.46,513.49
14.75,5.25,29.11,371.66
69.75,98.25,-15.05,306.59
-69.75,98.25,-35.53,535.76
7.75,-75.25,28.83,2621.89
-7.75,-75.25,26.66,1604.67
48.75,25.75,7.54,586.99
75.25,101.25,-15.72,255.32
-75.25,101.25,-51.89,75.2
17.25,105.25,25.62,2563.9
58.75,79.25,-0.85,484.77
-81.75,-139.25,-22.35,139.82
-81.75,139.25,-38.03,117.79
16.75,-94.75,24.63,1145.11
16.75,94.75,27.06,2541.11
63.25,-136.25,-3.97,320.33
63.25,136.25,-11.1,320.99
-26.25,130.75,20.38,261.93
62.25,169.25,-8.28,425.72
5.75,-3.75,26.52,1509.71
38.75,16.25,16.03,997.86
43.75,61.25,11.21,94.45
57.25,-66.75,-6.37,562.46
57.25,66.75,1.44,465.44
-13.25,-69.25,24.23,2479.08
-83.75,-126.25,-24.59,58.13
-83.75,126.25,-48.14,46.44
-26.25,145.25,21.37,409.23
62.75,-155.75,-2.04,445.54
62.75,155.75,-11.53,299.66
-33.25,-58.25,17.46,1096.82
33.25,58.25,17.62,133.78
-9.25,-46.25,25.85,1243.92
9.25,46.25,24.9,235.47
25.75,-98.25,24.36,564.87
25.75,98.25,14.67,1963.66
63.75,-118.75,-6.4,285.91
55.75,-96.75,-3.02,467.62
41.75,-2.25,10.54,496.89
41.75,2.25,12.24,810.72
26.25,-10.25,21.78,45.04
26.25,10.25,24.86,19.48
25.25,110.75,14.95,1846.75
50.75,-108.25,4.13,337.48
50.75,108.25,-1.89,318.44
-22.25,139.75,24.2,273.34
66.25,-65.25,-13.49,377.93
-66.25,-65.25,-10.23,536.67
66.25,65.25,-5.63,494.01
42.25,-121.25,6.01,342.87
55.75,-65.75,-5.3,635.02
55.75,65.75,1.63,368.46
23.25,90.75,25.82,2026.02
42.25,121.25,7.51,483.25
66.25,-176.75,-9.22,410.97
-11.25,-66.25,26.26,1657.66
66.25,176.75,-9.12,305
62.75,-161.75,-3.81,349.15
62.75,161.75,-5.25,303.1
72.25,-85.25,-12.23,173.85
72.25,85.25,-11.3,315.45
-72.25,85.25,-33.66,253.75
5.25,-5.25,26.3,1466.24
69.25,-128.75,-11.43,129
69.25,128.75,-20.07,281.16
46.25,86.75,7.46,142.1
-87.25,-119.25,-44.61,20.9
-87.25,119.25,-50.29,18.08
64.75,166.75,-10.66,342.6
10.25,-2.25,27.59,1053.15
10.25,2.25,26.81,1143.49
58.75,31.75,4.62,637.33
-73.75,-74.25,-18.69,366.47
-73.75,74.25,-27.09,131.46
43.75,-107.25,4.77,284.31
43.75,107.25,4.87,94.28
61.25,-155.25,0.2,548.04
-33.25,20.25,13.12,244.36
61.25,155.25,-8.12,383.91
-72.75,-61.75,-22.13,515.56
-86.75,-103.25,-42.84,20.04
-86.75,103.25,-50.68,15.42
-20.75,118.75,26.44,325.56
-81.75,-116.75,-26.1,55.82
-81.75,116.75,-51.53,33.73
35.25,135.25,14.72,1628.77
40.25,15.75,11.09,807.25
41.25,-1.75,12.02,451.47
41.25,1.75,15.64,601.67
60.75,147.75,-9.45,397.27
45.25,-93.25,7.43,709.82
31.75,35.75,17.13,301.52
45.25,93.25,1.99,120.03
70.25,-79.25,-13.42,228.34
70.25,79.25,-10.79,365.78
-70.25,79.25,-22.5,157.68
16.25,29.75,28.56,135.92
-16.25,29.75,21.33,830.36
63.25,-49.25,-8.62,628.23
27.75,25.25,21.17,12.74
-27.75,25.25,17.64,463.16
-72.75,61.75,-26.92,389.15
55.25,-107.75,1.05,436.01
-74.25,-1.25,-32.2,409.37
-74.25,1.25,-30.49,390.75
55.25,107.75,-2.7,365.47
48.75,23.75,4.68,1240.15
52.75,-88.75,-1.21,592.65
52.75,88.75,-1.34,649.62
53.25,129.75,-4.45,597.72
6.25,14.75,22,1478.46
-6.25,14.75,21.48,1249.88
-79.75,-5.75,-33.15,319.77
-79.75,5.75,-45.7,143.58
5.75,28.75,25.84,1336.59
-5.75,28.75,21.44,1149.16
55.25,-73.25,-3.9,735.17
65.25,-42.25,-10.85,896.29
65.25,42.25,-0.48,520.93
55.25,73.25,1.41,383.5
-88.25,-154.75,-49.43,19.57
-88.25,154.75,-50.23,17.6
63.25,49.25,-0.17,604.73
-86.25,-30.75,-42.1,53.75
-31.25,27.75,13.57,676.8
-86.25,30.75,-49.82,15.26
-85.75,-10.25,-44.07,51.36
-85.75,10.25,-46.97,30.19
47.25,-95.75,3.73,599.68
63.25,14.75,2.3,513.77
47.25,95.75,0.68,183.49
-84.25,-132.75,-24.71,68.93
-30.25,129.25,17.77,218.43
-84.25,132.75,-46.03,57.76
63.25,-107.75,-8.32,245.01
63.25,107.75,-8.35,341.22
-31.25,-64.25,17.25,817.42
31.25,64.25,20.5,136.03
28.25,94.75,20.96,4968.7
60.75,59.75,-0.99,514.13
-75.25,19.25,-37.39,258.42
35.25,52.25,17.12,170.16
-83.75,-11.75,-37.68,131.85
-83.75,135.75,-43.6,76.02
67.75,-135.25,-8.07,272.99
62.25,92.75,-7.89,549.14
67.75,135.25,-14.94,183.16
-67.75,135.25,-26.59,633.71
48.75,-1.25,10.79,783.29
48.75,1.25,10.89,574.03
0.25,113.75,23.5,3388.63
-0.25,113.75,26.12,2961.53
59.25,-72.75,-4.78,449.93
59.25,72.75,-1.16,497.66
78.25,-97.75,-18.28,108.92
-78.25,-97.75,-27.84,296.92
-78.25,97.75,-52.62,35.58
43.75,127.25,3.38,682.6
79.75,-74.75,-20.58,129.92
-79.75,74.75,-54.77,28.96
-73.25,-64.75,-25.47,498.27
4.25,-63.75,22.58,2265.82
-4.25,-63.75,26.46,2052.06
63.25,10.25,5.77,994.52
-73.25,64.75,-19.85,282.66
4.25,-72.25,26.14,2295.12
-4.25,-72.25,26.25,2941.49
-31.75,142.25,17.69,236.66
54.25,-62.75,-3.39,771.55
54.25,62.75,2.85,365.8
8.75,-10.25,25.36,2242.81
8.75,10.25,27.92,1081.61
-72.25,80.75,-29.84,199.41
-83.75,165.75,-33.38,215.18
40.25,-79.75,11.39,956.54
40.25,79.75,12.01,89.81
-78.75,-94.75,-28.74,253.59
-78.75,94.75,-52.84,30.6
20.25,28.25,26.32,18.93
-20.25,28.25,19.2,610.12
51.75,-114.25,2.52,486.43
51.75,114.25,-2.79,270.43
39.75,-90.25,11.13,970.72
39.75,90.25,14.42,34.63
-87.75,-30.25,-45.96,18.37
-83.75,11.75,-45.69,43.99
67.75,-163.75,-6.53,239.19
35.25,50.25,13.78,264.32
67.75,163.75,-12.74,157.34
3.75,37.25,27.35,250.82
-3.75,37.25,21.75,849.42
52.75,96.25,-5.94,438.32
-74.75,123.25,-50.82,109.75
-10.25,-43.75,24.31,853.44
39.75,40.25,10.49,517.76
10.25,43.75,27.53,458.85
-82.75,155.75,-33.56,224.28
-72.75,-8.25,-24.83,471.53
-72.75,8.25,-29.51,365.34
55.25,-111.75,1.15,486.03
55.25,111.75,-8.61,349.6
-89.75,-81.75,-48.93,7
15.75,-14.25,29.42,318.88
15.75,14.25,28.3,246.67
-15.75,14.25,20.73,649.21
59.75,53.75,0.81,577.46
-87.75,30.25,-48.77,10.1
39.25,-93.75,12.23,1024.08
39.25,93.75,-11.87,27.23
-79.25,-7.25,-32.59,344.17
-79.25,7.25,-48.48,133.62
-14.75,-48.75,23.58,1543.54
14.75,48.75,17,66.58
-14.75,48.75,19.51,1499.39
3.75,19.75,25.23,1611.31
-3.75,19.75,24.3,1522.45
-35.75,-57.75,15.61,910.93
35.75,57.75,12.21,193.8
-19.75,139.25,25.13,487.85
22.25,-5.25,28.32,47.02
22.25,5.25,24.89,45.04
55.25,-118.25,2.48,459.33
48.25,-108.25,6.3,366.48
48.25,108.25,-4.76,269.9
55.25,118.25,-9.27,401.52
78.75,-48.25,-31.76,108.43
-78.75,-48.25,-23.16,224.42
37.75,41.75,18.46,680.03
-7.25,-53.75,25.56,2181.59
60.25,-119.75,-2.98,349.51
-29.75,-50.75,18.83,1585.03
29.75,50.75,24.2,264.91
71.75,-31.25,-17.91,364.15
-71.75,31.25,-25.12,488.44
47.75,126.25,1.45,509.62
16.75,35.25,29.61,127.52
-16.75,35.25,25.69,837.14
71.75,-41.75,-27.94,229.22
-71.75,41.75,-33.48,698.36
-21.25,118.25,26.44,365.93
-88.75,-166.75,-49.72,15.14
-88.75,166.75,-50.32,14.21
72.25,-32.75,-22.61,339.26
-72.25,32.75,-29.35,484.32
56.75,137.25,-10.89,723.74
71.75,-31.75,-18.91,367.37
-71.75,31.75,-25.28,503.51
51.75,-84.75,-1.32,465.47
-89.75,81.75,-49.33,6.68
-12.25,-75.25,7.03,569.63
12.25,75.25,26.97,3924.76
80.75,-19.25,-19.82,155.74
-80.75,-19.25,-28.98,320.95
-80.75,19.25,-51.38,51.06
0.75,110.75,26.43,3158.52
-0.75,110.75,26.78,2788.37
76.75,-117.75,-17.31,119.83
-76.75,-117.75,-34.22,383.35
-76.75,117.75,-51.95,45.09
-87.75,-4.25,-47.36,14.6
-87.75,4.25,-47.93,12.86
-22.75,-62.25,24.11,565.42
-83.75,-34.25,-32.99,169.25
-83.75,34.25,-51.1,22.45
48.25,28.75,7.98,509.11
44.75,-94.25,6.78,670.04
44.75,94.25,7.89,115.62
16.75,-91.25,23.08,2199.37
-17.75,-39.25,24.49,1593.57
-78.75,48.25,-56.01,41.42
-80.75,-137.25,-22.32,136.5
-80.75,137.25,-39.33,101.7
66.75,-40.25,-12.22,872.1
66.75,40.25,-2.03,404.83
59.25,37.25,3.02,627.72
49.75,48.25,7.1,296.93
-80.75,-125.25,-25.68,68.14
-80.75,125.25,-49.99,45.29
3.25,-63.75,25.2,2200.97
-3.25,-63.75,26.92,2170.5
54.25,38.75,5.06,566.23
60.75,69.25,-1.16,532.81
42.75,19.75,7.83,1313.52
45.25,129.75,2.82,521.11
66.25,-110.75,-10.92,270.32
36.75,35.25,18.62,699.47
66.25,110.75,-12.55,287.45
-66.25,110.75,-10.93,281.75
42.25,129.75,5.64,600.26
-89.25,-164.25,-49.29,10.28
51.75,84.75,2.1,547.85
31.25,-102.75,19.08,322.48
31.25,102.75,-3.44,770.74
-89.75,-99.75,-48.95,7.12
-89.75,99.75,-49.37,6.76
-72.25,23.75,-29.26,336.21
-79.25,74.75,-53.88,31.4
16.75,26.75,26.85,437.94
-16.75,26.75,19.3,770.81
-71.25,-68.25,-9.04,468.48
71.25,68.25,-9.47,267.78
-71.25,68.25,-13.2,265.2
24.75,86.25,26.03,1137.79
62.75,25.25,2.4,610.09
-34.75,-68.75,12.11,363.38
34.75,68.75,2.8,502.58
-80.75,-125.75,-25.53,69.65
-80.75,125.75,-49.83,46.46
-30.25,144.25,20.5,278.22
31.75,119.75,16.34,1091.59
-31.75,119.75,18.26,329.98
55.75,96.75,-1.24,411.6
63.75,118.75,-8.92,282.71
21.25,35.25,24.79,57.05
49.75,50.75,7.2,227.13
0.25,-78.25,14.28,819.45
-0.25,-78.25,6.79,1034.71
-73.75,138.75,-44.69,414.78
3.75,101.25,27.16,2704.91
66.25,60.25,-4.36,493.01
-74.25,134.75,-48.08,189.95
-19.25,-55.75,25.86,1287.02
19.25,55.75,27.48,48.68
-83.25,-98.75,-31.45,62.88
-83.25,98.75,-52.88,22.83
72.25,-54.75,-9.49,231.75
50.75,39.75,7.39,515.11
-79.25,136.75,-40.27,89.83
-80.25,157.75,-34.87,224.62
62.75,-110.75,-6.51,267.6
62.75,110.75,-7.58,332.3
-75.75,-14.75,-26.36,413.6
-75.75,14.75,-35.21,263.92
48.75,-91.75,2.23,697.73
-82.75,-55.25,-24.66,195.88
-82.75,55.25,-55.49,21.45
48.75,91.75,-5.09,115.32
18.75,-70.75,17.29,922.16
59.25,-110.25,-2.11,365.87
31.25,-94.25,19.03,1240.92
31.25,94.25,1.12,636.18
59.25,110.25,-5.14,407.89
26.25,114.25,16.48,1470.59
-26.25,114.25,21.98,207.99
70.75,-85.25,-13,232.27
70.75,85.25,-10.44,358.33
-70.75,85.25,-29.75,313.22
22.75,25.25,20.98,4.26
-22.75,25.25,21.08,410.85
6.75,17.25,25.14,1359.86
-6.75,17.25,22.87,1529.23
51.75,129.75,-2.93,536.72
46.25,-85.25,5.79,760.38
-69.25,128.75,-32.29,607.58
24.75,72.25,25.4,489.66
-85.75,-13.25,-43.55,56.08
-85.75,13.25,-47.37,27.77
56.25,39.25,4.28,528.53
-5.25,-80.75,24.62,75.56
52.25,-84.25,-1.96,465.83
52.25,84.25,2.37,597.17
64.75,11.75,4.35,1739.59
33.25,72.25,23.07,603.75
67.75,-148.75,-12.13,224.06
35.25,128.75,14.48,1429.91
67.75,148.75,-13.77,238.58
28.75,-99.75,21.64,559.01
28.75,99.75,10.04,663.63
0.75,-74.25,25.97,2699.7
-0.75,-74.25,25.79,2692.93
60.25,-105.25,-5.74,348.47
60.25,105.25,-6.06,353.22
71.75,-37.25,-28.95,385.73
-71.75,37.25,-31.47,627.62
46.25,85.25,7.33,148.55
-24.75,146.25,21.05,531.69
39.25,-86.75,12.18,1142.89
39.25,86.75,12.61,26.42
10.75,-8.25,26.46,1220.17
10.75,8.25,25.38,1115.03
49.25,128.25,0.27,546.42
66.75,57.25,-3.88,466.29
-17.75,130.75,26.5,516.04
-11.75,-74.25,27.74,1103.42
-87.25,-159.75,-45.67,37.53
-5.75,138.25,27.58,4124.38
-73.25,60.25,-29.82,401.24
-36.75,149.25,9.83,639.01
53.25,46.25,4.38,548.23
54.75,155.75,0.59,657.99
35.25,-86.25,15.02,1445.73
35.25,86.25,-8.81,55.25
36.25,48.25,9.6,411.31
59.75,-98.25,-7.9,361.89
59.75,98.25,-6.45,364.06
-38.75,-67.25,13.62,235.85
38.75,67.25,8.42,386.16
-79.75,-137.25,-22.67,181.69
-79.75,137.25,-39.52,94.92
0.75,42.75,27.39,644.19
-30.75,149.75,18.61,641.61
58.75,140.25,-6.86,479.22
1.75,24.25,24.85,1784.26
-1.75,24.25,25,1865.09
53.75,13.25,8.32,550.4
38.25,42.75,4.03,715.47
-89.25,-148.75,-49.1,9.98
-89.25,148.75,-49.82,9.94
19.25,36.75,23.85,104.91
65.25,-68.25,-10.38,410.59
65.25,68.25,-5.27,468.95
80.75,-85.75,-20.98,75.29
-80.75,-85.75,-26.96,181.79
49.75,52.75,6.64,217.3
-80.75,85.75,-55.17,23.16
5.75,116.25,18.09,2118.68
-83.25,-10.25,-36.45,153.32
-83.25,10.25,-45.16,52.83
51.75,-109.75,2.53,322.52
3.25,14.25,23.74,1595.84
-3.25,14.25,22.59,1789.19
-15.75,-49.25,22.67,1616.25
15.75,49.25,22.8,91.13
-15.75,49.25,22.07,2033.46
72.25,-25.25,-10.77,310.17
-72.25,25.25,-30.11,345.32
61.25,48.75,0.92,541.63
65.75,-107.75,-10.75,238.03
65.75,107.75,-12.27,300.05
-78.25,163.75,-19.26,173.32
52.25,20.25,8.14,521.07
1.75,109.75,26.45,3785.75
-20.25,-47.25,22.35,1515.23
20.25,47.25,28.62,111.29
-20.25,47.25,17.26,1469.31
-32.25,145.25,18.89,331.33
-21.75,-51.75,23.11,1171.55
59.25,8.25,2.08,922.06
-32.25,124.75,17.32,281.62
63.75,-105.25,-9.58,218.06
63.75,105.25,-8.4,356.38
53.25,-89.25,-2.38,597.76
53.25,89.25,-2.72,632.37
26.75,91.75,24.17,2263.77
-38.75,177.25,9.2,1809.35
66.25,166.25,-14.17,261.03
30.25,29.25,20.84,115.94
-30.25,29.25,15.15,764.43
21.25,-11.25,26.37,54.77
21.25,11.25,26.75,20.96
80.75,-20.25,-18.96,155.33
-80.75,-20.25,-28.2,319.63
-80.75,20.25,-51.62,47.9
23.25,-3.75,28.68,36.86
23.25,3.75,26.87,45.82
31.25,13.25,20.52,86.07
61.25,-145.75,-1.01,1236.25
61.25,145.75,-9.79,375.23
21.75,51.75,26.77,70.07
53.75,139.25,-2.22,490.15
-77.25,-7.75,-31.95,387.75
-77.25,7.75,-34.51,252.68
37.75,-96.75,13.45,897.87
-28.75,-62.75,20.75,684.71
53.25,-3.75,8.78,901.33
18.25,-1.25,29.54,144.68
18.25,1.25,29.34,126.26
28.75,62.75,25,46.24
61.25,64.25,-0.89,484.62
37.75,96.75,-4.69,156.91
-70.75,161.75,-14.1,517.44
-87.25,-12.75,-46.31,23.64
-87.25,12.75,-48.41,14.51
64.75,-18.75,-4.34,583.83
64.75,18.75,1.89,562.83
49.75,-78.25,0.28,853.12
49.75,78.25,4.09,222.64
78.25,-23.75,-22,152.13
-78.25,-23.75,-24.19,356.22
-32.25,135.25,16.64,283.94
58.25,-133.25,-1,2085.77
58.25,133.25,-8.1,368.88
55.25,-77.25,-4.48,628.01
55.25,77.25,0.81,367.89
63.25,163.25,-8.53,321.01
-84.25,-75.25,-30.06,71.82
-84.25,75.25,-53.99,16.91
28.75,-96.75,21.39,989.06
28.75,96.75,11.09,2728.37
52.75,-125.25,-1.7,627.85
66.25,54.75,-2.73,485.12
-66.25,54.75,-17.28,562.08
52.75,125.25,-2.55,422.74
56.25,52.25,3.2,528.29
67.25,-100.75,-14.61,121.87
67.25,100.75,-11.87,284.76
-67.25,100.75,-19.25,548.53
61.75,86.75,-4.65,529.07
41.75,-92.75,9.38,907.77
41.75,92.75,8.13,44
-89.25,164.25,-49.92,10.36
61.75,39.25,2.01,637.67
64.25,-102.25,-10.42,193.26
64.25,102.25,-10.23,364.9
20.75,-87.75,26.26,1332.39
-86.25,-52.75,-40.81,44.2
-86.25,52.75,-51.64,12.39
-75.75,-137.25,-23.35,465.57
40.25,-118.25,7.95,160.84
40.25,118.25,10.3,618.24
75.75,137.25,-14.64,143.02
-75.75,137.25,-45.62,112.93
65.75,-104.75,-11.5,179.86
65.75,104.75,-11.4,325.7
12.25,-9.25,27.55,964.73
12.25,9.25,27.05,675.18
-26.75,146.25,20.93,470.2
60.25,67.25,-0.54,460.28
42.75,-104.25,7.09,398.92
42.75,104.25,4.76,112.87
75.25,-91.25,-16.24,162.2
76.25,-44.25,-23.99,186.63
-76.25,44.25,-50.72,102.08
68.25,76.75,-9.07,411.52
-87.75,-115.25,-46.74,15.34
-87.75,115.25,-50.37,14
46.75,-68.25,4.55,909.46
-46.75,-68.25,10.98,220.24
46.25,25.25,8.25,545.12
46.75,68.25,6.77,145.92
74.25,109.25,-14.29,132.61
-74.25,109.25,-48.76,112.07
78.25,-19.25,-13.26,154.1
-78.25,-19.25,-28.69,357.68
-78.25,19.25,-49.94,84.25
11.75,78.75,25.57,1015.23
65.75,83.75,-7.02,506.07
